연번,업소명,업태,업소주소
1584,스노우피,경양식,"대구광역시 중구 중앙대로 391(동성로3가, 에비뉴8번가 115,116호)"
1585,스모프,호프/통닭,"대구광역시 중구 태평로 256-4(동인동1가, 지상1층)"
1586,스모프치킨,호프/통닭,대구광역시 중구 중앙대로61길 33-13(지상1층 남산동)
1587,스몰스(SMALLS),경양식,대구광역시 중구 국채보상로123길 22(1층 문화동)
1588,스미스 치킨(Smith's Chicken),호프/통닭,대구광역시 중구 동성로3길 16(2층 삼덕동1가)
1589,스밀(SmeeL),경양식,대구광역시 중구 공평로8길 37(1층 삼덕동2가)
1590,스시 네코,일식,"대구광역시 중구 중앙대로 375(덕산동, 지상1층)"
1591,스시201남산본점,일식,"대구광역시 중구 남산로7길 7(302동 107호 남산동, 남산역화성파크드림아파트)"
1592,스시덴고쿠 더현대대구점,일식,대구광역시 중구 달구벌대로 2077(현대백화점 지상 8층 계산동2가)
1593,스시라스또,일식,대구광역시 중구 동성로6길 52(공평동)
1594,스시이에 종로직영점,일식,대구광역시 중구 종로 51(2층 종로1가)
1595,스시준,일식,"대구광역시 중구 남성로 40-1(남성로, 지상1층)"
1596,스시준,일식,대구광역시 중구 동성로3길 40(1층 삼덕동1가)
1597,스시키로쿠(SUSHI KIROKU),일식,대구광역시 중구 동성로4길 113-8(1층 공평동)
1598,스웨디드,기타,대구광역시 중구 북성로 86-1(북성로1가)
1599,스위트 앤드,경양식,"대구광역시 중구 동성로2길 12-36(봉산동, 지상2,3층)"
1600,스이텐,일식,대구광역시 중구 동덕로30길 55-1(지상 1층 동인동4가)
1601,스칼라,경양식,"대구광역시 중구 동성로4길 20-7(삼덕동1가, 지상2층)"
1602,스커트케이크샵(skirt cakeshop),기타,대구광역시 중구 경상감영길 273(2층 동인동1가)
1603,스타300,분식,대구광역시 중구 동성로3길 35(3층 삼덕동1가)
1604,스테드(sted),기타,"대구광역시 중구 중앙대로77길 14(1,2층 종로2가)"
1605,스테인,한식,"대구광역시 중구 달구벌대로445길 41(삼덕동3가, 지상1층)"
1606,스테프핫도그 수창점,기타,대구광역시 중구 달성로22길 41(1층 수창동)
1607,스파이시,분식,대구광역시 중구 명륜로 5(지상1층 남산동)
1608,스페어클럽,경양식,대구광역시 중구 동성로6길 61(6층 608호 공평동)
1609,슬러그커피(slug coffee),분식,대구광역시 중구 중앙대로 354-9(남산동)
1610,슬로우덴,경양식,대구광역시 중구 공평로4길 16-9(2층 삼덕동2가)
1611,슬로우덴,경양식,대구광역시 중구 공평로4길 16-9(1층 삼덕동2가)
1612,슬로우캘리 삼덕점,기타,대구광역시 중구 달구벌대로447길 54(지상1층 삼덕동3가)
1613,습습하하,중국식,대구광역시 중구 동덕로30길 65(1층 동인동4가)
1614,시게야,일식,"대구광역시 중구 서성로14길 67(대안동, 지상1층)"
1615,시골밥상,한식,"대구광역시 중구 대봉로 226(지하1층 대봉동, 대봉화성그린빌아파트)"
1616,시골숯불치킨 남산점,호프/통닭,대구광역시 중구 명덕로35길 99(지상1층 남산동)
1617,시골여행,한식,대구광역시 중구 달구벌대로418길 23(남산동)
1618,시루,경양식,대구광역시 중구 동성로4길 96(1층 공평동)
1619,시류,한식,대구광역시 중구 동성로1길 46-12(지상1층 봉산동)
1620,시목약선,한식,대구광역시 중구 달구벌대로 2130-8(지상1층 봉산동)
1621,시바와플,기타,대구광역시 중구 명륜로12길 40(1층 남산동)
1622,시선 동성로점,정종/대포집/소주방,대구광역시 중구 동성로4길 34(삼덕동1가)
1623,시선 커피 스톨,기타,대구광역시 중구 국채보상로142길 38-2(1층 동인동4가)
1624,시안,한식,"대구광역시 중구 국채보상로 486(동산동, 지상1층)"
1625,시오레,기타,대구광역시 중구 명륜로23길 27(1층 남산동)
1626,시오톤,일식,대구광역시 중구 달구벌대로 2077(현대백화점 지하1층 계산동2가)
1627,시올돈 대구점,한식,대구광역시 중구 국채보상로 694(동인동2가)
1628,시원식당,한식,대구광역시 중구 태평로 255-10(지상 1층 동인동1가)
1629,시월,한식,대구광역시 중구 달구벌대로 2116(지상1층 봉산동)
1630,시인과 촌장,정종/대포집/소주방,대구광역시 중구 중앙대로 307-39(남산동)
1631,시집못간암돼지,식육(숯불구이),대구광역시 중구 동덕로36길 31(동인동1가)
1632,시카고 & 몬스터,경양식,"대구광역시 중구 동성로3길 58-20(삼덕동1가, 지상3층)"
1633,식도관한우숯불갈비,한식,대구광역시 중구 국채보상로131길 9(지상1층 동인동2가)
1634,식육,분식,"대구광역시 중구 공평로8길 39(삼덕동2가, 지상1층)"
1635,신 대봉포차,정종/대포집/소주방,"대구광역시 중구 대봉로 237(대봉동, 나동 지상1,2층)"
1636,신기한꽃게장 대구역점,한식,대구광역시 중구 태평로 177-1(번개시장 1층 태평로1가)
1637,신남일식당,한식,대구광역시 중구 북성로 104-17(지상 1층 향촌동)
1638,신녹향 생고기,기타,"대구광역시 중구 종로 43(1층 종로1가, 외1필지종로1가 102-7)"
1639,신라식당,분식,대구광역시 중구 중앙대로 406-8(남일동)
1640,신룽푸마라탕,중국식,대구광역시 중구 동성로 3(근린생활시설 지상2층 동성로3가)
1641,신룽푸마라탕,중국식,대구광역시 중구 중앙대로 386(동성로3가)
1642,신마라 김광석길점,중국식,대구광역시 중구 달구벌대로 2232-32(지상1층 대봉동)
1643,신서문 김밥,분식,대구광역시 중구 큰장로26길 6(서문시장 5지구 1층 1호 대신동)
1644,신서문도시락&찬,한식,대구광역시 중구 큰장로26안길 13(1층 대신동)
1645,신성,중국식,"대구광역시 중구 큰장로 80(대신동,,2지상1층)"
1646,신세계,분식,대구광역시 중구 동성로 70-8(동성로1가)
1647,신세계,식육(숯불구이),"대구광역시 중구 달구벌대로446길 7-15(대봉동, 지상1층)"
1648,신신모모,한식,대구광역시 중구 동성로12길 9(1층 동문동)
1649,신아나고막창,식육(숯불구이),대구광역시 중구 국채보상로140길 12(동인동2가)
1650,신영남반점 2호점,중국식,대구광역시 중구 동덕로36길 7(1층 동인동1가)
1651,신영레스호프,호프/통닭,"대구광역시 중구 동덕로36길 28(동인동2가, 지하1층)"
1652,신우정식당,한식,대구광역시 중구 경상감영길 117-20(향촌동)
1653,신전떡볶이,분식,대구광역시 중구 동성로2길 1(지상1층 봉산동)
1654,신전떡볶이동성로점,분식,대구광역시 중구 동성로2길 1(지상1층 봉산동)
1655,신지로,일식,대구광역시 중구 중앙대로 406-4(1층 남일동)
1656,신참떡볶이,분식,대구광역시 중구 달구벌대로 2094(1층 104호 남산동)
1657,신천 황제 떡뽁이,분식,대구광역시 중구 국채보상로 706(동인동4가)
1658,신촌얼큰이칼국수,한식,"대구광역시 중구 달구벌대로 2003-16(동산동, 지상1층)"
1659,신토불이 보리밥,한식,"대구광역시 중구 달구벌대로 2160(봉산동, 메트로프라자 H270호지하1층)"
1660,신통치킨(남산점),호프/통닭,"대구광역시 중구 남산로 44-5(남산동, 지상1층)"
1661,신화로닭발,한식,대구광역시 중구 동덕로36길 29(1층 동인동1가)
1662,실버 미러,기타,대구광역시 중구 동덕로36길 12(1층 동인동2가)
1663,실비반점,중국식,대구광역시 중구 서성로13길 21(서성로1가)
1664,실비소갈비,한식,대구광역시 중구 공평로8길 22(삼덕동2가)
1665,실비찜갈비,한식,대구광역시 중구 동덕로36길 9-3(동인동1가)
1666,실장님고기,식육(숯불구이),대구광역시 중구 중앙대로81길 56(지상 1층 종로1가)
1667,실재계,경양식,대구광역시 중구 경상감영길 175(4층 동문동)
1668,심비디움 더 현대대구,한식,대구광역시 중구 달구벌대로 2077(현대백화점 8층 계산동2가)
1669,심신,일식,대구광역시 중구 교동1길 33-1(1층 문화동)
1670,심야식당 인생술집,호프/통닭,대구광역시 중구 공평로 31(삼덕동1가)
1671,심야식당스툴,한식,대구광역시 중구 동성로12길 18(지상1층 문화동)
1672,심지,일식,대구광역시 중구 봉산문화2길 42-31(지상 1층 봉산동)
1673,심풀(Sim full),경양식,대구광역시 중구 서성로14길 70-1(지상 1층 대안동)
1674,심형래의 불꽃양대창 대구종로점,식육(숯불구이),대구광역시 중구 종로 46-2(종로1가)
1675,싱싱포차산오징어활어 대구교동점,한식,대구광역시 중구 경상감영길 235(동문동)
1676,싱싱해물,회집,"대구광역시 중구 태평로 177(태평로1가, 지상1층 4호내 127호)"
1677,싸눅사운드(SANUK SOUND),기타,대구광역시 중구 종로 44-26(전동)
1678,쌉(SAAP) 더현대 대구,"외국음식전문점(인도,태국등)",대구광역시 중구 달구벌대로 2077(현대백화점 지하1층 계산동2가)
1679,써니문(Sunny Moon),경양식,대구광역시 중구 달성로22길 70(경북빌딩 1층 수창동)
1680,썰스데이 파티,경양식,대구광역시 중구 동성로3길 58-8(삼덕동1가)
1681,쎈밤,식육(숯불구이),"대구광역시 중구 종로 30-1(종로2가, 지상1층)"
1682,쏘이삼덕,"외국음식전문점(인도,태국등)",대구광역시 중구 달구벌대로445길 44-19(1층 삼덕동3가)
1683,씨네마맥주 대구남산역점,경양식,"대구광역시 중구 명덕로 125(남산동, 지상1층)"
1684,씨네마맥주 대구달성파크푸르지오점,호프/통닭,"대구광역시 중구 달성로 123(501동 103호 달성동, 달성파크푸르지오힐스테이트)"
1685,씨네마맥주 대구대봉리비테르점,호프/통닭,"대구광역시 중구 대봉로43길 21(402동 103호 대봉동, 더샵 리비테르 1차)"
1686,씨유어게인(Sea U Again),경양식,"대구광역시 중구 동성로5길 72-1(삼덕동1가, 지상1층)"
1687,씨제이푸드빌(주)빕스수성교점,뷔페식,대구광역시 중구 달구벌대로 2232(1-3층 대봉동)
1688,씨즈 더 데이,경양식,"대구광역시 중구 중앙대로 412-26(사일동, 지상2층)"
1689,씨지브이 대구현대,기타,"대구광역시 중구 달구벌대로 2077(계산동2가, 지하2층)"
1690,씨지브이(CGV) 대구아카데미,기타,대구광역시 중구 중앙대로 412(3층 302호 남일동)
1691,씨지브이(CGV) 대구한일,기타,"대구광역시 중구 동성로 39(동성로2가, 지상7층)"
1692,아네모네커피,기타,"대구광역시 중구 문우관길 15-11(남산동, 지상1층)"
1693,아드리아,한식,대구광역시 중구 동성로 19-3(사일동)
1694,아롬,경양식,대구광역시 중구 서성로14길 104(1층 향촌동)
1695,아롱포차,식육(숯불구이),대구광역시 중구 중앙대로81길 21(동일동)
1696,아리츠,경양식,대구광역시 중구 남성로 47(지상2층 남성로)
1697,아리타이(Ari Thai),"외국음식전문점(인도,태국등)","대구광역시 중구 대봉로 240(107호 대봉동, 대봉서한포레스트)"
1698,아맛나 연차돈,한식,대구광역시 중구 국채보상로150길 86-4(1층 삼덕동3가)
1699,아미가 라이브,호프/통닭,"대구광역시 중구 명륜로 86(남산동, 지하1층)"
1700,아미식당,정종/대포집/소주방,대구광역시 중구 서성로14길 85(1층 대안동)
1701,아벨,경양식,대구광역시 중구 국채보상로123길 15(3층 문화동)
1702,아수라발발타,한식,대구광역시 중구 동성로2길 50-13(공평동)
1703,아수라인,기타,대구광역시 중구 동성로2길 18-9(삼덕동1가)
1704,아시안상회 논라 대신점,한식,"대구광역시 중구 달구벌대로 1943(101동 B01,B02호 대신동, 대신e편한세상)"
1705,아씨애국밥,한식,"대구광역시 중구 동덕로30길 120(삼덕동3가, 지상1층)"
1706,아우어(OUR),식육(숯불구이),"대구광역시 중구 남산로4길 91(105동 상가101호 남산동, 보성송림아파트)"
1707,아웃닭 동성로점,호프/통닭,대구광역시 중구 동성로3길 32-3(삼덕동1가)
1708,아웃오브오피스(Out of office),한식,대구광역시 중구 동성로5길 70-2(삼덕동1가)
1709,아이러브피자앤치킨 중앙로역점,호프/통닭,대구광역시 중구 서성로14길 26(1층 서내동)
1710,아이브,정종/대포집/소주방,"대구광역시 중구 태평로 53-10(태평로3가, 지상1층)"
1711,아이엠프레쉬 남산점,기타,대구광역시 중구 남산로2길 31(남산그린힐 1층 남산동)
1712,아이케이앤드유한우(I K&U 한우) 건들바위점,식육(숯불구이),"대구광역시 중구 이천로 188(1,2층 대봉동)"
1713,아이케이앤드유한우(IK&U한우),식육(숯불구이),대구광역시 중구 명덕로 315(지상 1층 대봉동)
1714,아일랜드 404(ISLAND 404),경양식,대구광역시 중구 중앙대로 391(애비뉴 8번가 404호 동성로3가)
1715,아주심기,경양식,"대구광역시 중구 국채보상로151길 9(6호 동인동4가, 금호아파트)"
1716,아지츠케,한식,대구광역시 중구 국채보상로150길 65-25(삼덕동3가)
1717,아토(atto),호프/통닭,대구광역시 중구 경상감영길 160(1층 102호 동문동)
1718,아폴로식당,식육(숯불구이),"대구광역시 중구 대봉로 225(대봉동, 지상1층)"
1719,아프레 베이크샵,,"대구광역시 중구 동성로1길 52(봉산동, 지상1층)"
1720,아헤모,경양식,"대구광역시 중구 공평로8길 56(삼덕동2가, 지하1층)"
1721,안동 잣죽,기타,"대구광역시 중구 경상감영길 117-7(향촌동, 지상1층 46호)"
1722,안동갈비,식육(숯불구이),대구광역시 중구 중앙대로81길 91(남성로)
1723,안동뒷고기힙(hip),식육(숯불구이),대구광역시 중구 공평로 18(1층 삼덕동2가)
1724,안동생고기,한식,대구광역시 중구 국채보상로143길 8(동인동4가)
1725,안동식당,한식,대구광역시 중구 달성로22길 74(지상 1층 수창동)
1726,안동식당,한식,대구광역시 중구 경상감영길 32(지상 1층 서문로1가)
1727,안방푸드,일식,대구광역시 중구 국채보상로 677(1층 동인동2가)
1728,안여사나주곰탕,한식,대구광역시 중구 중앙대로 434-20(동성로2가)
